omega,dN,6dN,count
2,26,156,11947
2,27,162,11090
2,28,168,17347
2,29,174,8005
2,30,180,20659
2,31,186,6907
2,32,192,8246
2,33,198,13496
2,34,204,7012
2,35,210,27308
2,36,216,5519
2,37,222,13188
2,38,228,7675
2,39,234,5786
2,40,240,18498
2,41,246,5829
2,42,252,12178
2,43,258,8615
2,44,264,7479
2,45,270,10170
2,46,276,4839
2,47,282,8123
2,48,288,9595
2,49,294,6665
2,50,300,11529
2,51,306,7120
2,52,312,5986
2,53,318,6011
2,54,324,5111
2,55,330,13255
2,56,336,6198
2,57,342,7608
2,58,348,6787
2,59,354,3409
2,60,360,7668
2,61,366,4926
2,62,372,7312
2,63,378,8486
2,64,384,3176
2,65,390,11994
2,66,396,3355
2,67,402,4255
2,68,408,6895
2,69,414,3547
2,70,420,12519
2,71,426,2912
2,72,432,4739
2,73,438,3924
2,74,444,2741
2,75,450,7999
2,76,456,2813
2,77,462,7718
2,78,468,4487
2,79,474,3193
2,80,480,4999
2,81,486,2208
2,82,492,4850
2,83,498,3498
2,84,504,3699
2,85,510,5785
2,86,516,2918
2,87,522,2745
2,88,528,3674
2,89,534,2551
2,90,540,4927
2,91,546,3698
2,92,552,3494
2,93,558,3508
2,94,564,1429
2,95,570,5084
2,96,576,2160
2,97,582,2848
2,98,588,3710
2,99,594,2089
2,100,600,5011
2,101,606,1543
2,102,612,2194
2,103,618,3016
2,104,624,1611
2,105,630,5396
2,106,636,1671
2,107,642,2343
2,108,648,2259
2,109,654,1126
2,110,660,4772
2,111,666,1363
2,112,672,2852
2,113,678,2134
2,114,684,1679
2,115,690,2675
2,116,696,1063
2,117,702,2756
2,118,708,1644
2,119,714,1938
2,120,720,2506
2,121,726,1717
2,122,732,1143
2,123,738,1483
2,124,744,1092
2,125,750,2916
2,126,756,1532
2,127,762,1400
2,128,768,1921
2,129,774,729
2,130,780,2628
2,131,786,936
2,132,792,1654
2,133,798,2020
2,134,804,849
2,135,810,2064
2,136,816,850
2,137,822,922
2,138,828,1335
2,139,834,972
2,140,840,2382
2,141,846,727
2,142,852,1300
2,143,858,1226
2,144,864,509
2,145,870,2227
2,146,876,611
2,147,882,1742
2,148,888,882
2,149,894,681
2,150,900,1370
2,151,906,457
2,152,912,1200
2,153,918,976
2,154,924,965
2,155,930,1305
2,156,936,790
2,157,942,533
2,158,948,766
2,159,954,510
2,160,960,1210
2,161,966,771
2,162,972,601
2,163,978,819
2,164,984,394
2,165,990,1373
2,166,996,453
2,167,1002,683
2,168,1008,862
2,169,1014,500
2,170,1020,1152
2,171,1026,326
2,172,1032,549
2,173,1038,682
2,174,1044,337
2,175,1050,1151
2,176,1056,439
2,177,1062,609
2,178,1068,435
2,179,1074,249
2,180,1080,1018
2,181,1086,291
2,182,1092,711
2,183,1098,511
2,184,1104,395
2,185,1110,574
2,186,1116,254
2,187,1122,619
2,188,1128,437
2,189,1134,335
2,190,1140,670
2,191,1146,348
2,192,1152,253
2,193,1158,374
2,194,1164,299
2,195,1170,613
2,196,1176,336
2,197,1182,311
2,198,1188,434
2,199,1194,176
2,200,1200,392
2,>200,,16743
3,1,6,6542
3,2,12,23442
3,3,18,17634
3,4,24,9633
3,5,30,32133
3,6,36,6776
3,7,42,30522
3,8,48,16556
3,9,54,8808
3,10,60,24233
3,11,66,9320
3,12,72,20349
3,13,78,18383
3,14,84,10048
3,15,90,21519
3,16,96,8181
3,17,102,16769
3,18,108,16348
3,19,114,8213
3,20,120,16256
3,21,126,9348
3,22,132,17061
3,23,138,19815
3,24,144,4627
3,25,150,19201
3,26,156,9286
3,27,162,11573
3,28,168,19842
3,29,174,5046
3,30,180,22629
3,31,186,4960
3,32,192,11243
3,33,198,17111
3,34,204,4130
3,35,210,24416
3,36,216,3383
3,37,222,14781
3,38,228,10536
3,39,234,5002
3,40,240,19857
3,41,246,2880
3,42,252,13401
3,43,258,8822
3,44,264,5968
3,45,270,12089
3,46,276,3720
3,47,282,10220
3,48,288,9379
3,49,294,5012
3,50,300,8817
3,51,306,5700
3,52,312,8172
3,53,318,7337
3,54,324,3223
3,55,330,11370
3,56,336,4787
3,57,342,6908
3,58,348,8753
3,59,354,3059
3,60,360,8665
3,61,366,3820
3,62,372,7570
3,63,378,9727
3,64,384,1621
3,65,390,11910
3,66,396,2946
3,67,402,5399
3,68,408,7920
3,69,414,2092
3,70,420,13317
3,71,426,1555
3,72,432,6290
3,73,438,5101
3,74,444,2391
3,75,450,7809
3,76,456,1539
3,77,462,9317
3,78,468,4555
3,79,474,2125
3,80,480,5248
3,81,486,1921
3,82,492,5852
3,83,498,3665
3,84,504,2716
3,85,510,5009
3,86,516,1989
3,87,522,3657
3,88,528,4593
3,89,534,1785
3,90,540,4007
3,91,546,2915
3,92,552,3452
3,93,558,4243
3,94,564,1296
3,95,570,6047
3,96,576,1737
3,97,582,2660
3,98,588,4391
3,99,594,1245
3,100,600,5562
3,101,606,1145
3,102,612,2814
3,103,618,3717
3,104,624,993
3,105,630,5211
3,106,636,919
3,107,642,3098
3,108,648,2727
3,109,654,924
3,110,660,4948
3,111,666,660
3,112,672,3187
3,113,678,2133
3,114,684,1364
3,115,690,2930
3,116,696,848
3,117,702,3181
3,118,708,1769
3,119,714,1027
3,120,720,2267
3,121,726,1378
3,122,732,1498
3,123,738,1855
3,124,744,899
3,125,750,2538
3,126,756,1154
3,127,762,1456
3,128,768,2154
3,129,774,629
3,130,780,2569
3,131,786,717
3,132,792,1569
3,133,798,2233
3,134,804,417
3,135,810,2319
3,136,816,695
3,137,822,1214
3,138,828,1733
3,139,834,501
3,140,840,2550
3,141,846,305
3,142,852,1621
3,143,858,1572
3,144,864,431
3,145,870,1921
3,146,876,429
3,147,882,2092
3,148,888,913
3,149,894,518
3,150,900,1442
3,151,906,420
3,152,912,1334
3,153,918,941
3,154,924,621
3,155,930,1158
3,156,936,486
3,157,942,762
3,158,948,1002
3,159,954,432
3,160,960,1087
3,161,966,602
3,162,972,699
3,163,978,957
3,164,984,329
3,165,990,1407
3,166,996,344
3,167,1002,526
3,168,1008,998
3,169,1014,293
3,170,1020,1254
3,171,1026,263
3,172,1032,652
3,173,1038,843
3,174,1044,159
3,175,1050,1165
3,176,1056,269
3,177,1062,699
3,178,1068,544
3,179,1074,202
3,180,1080,952
3,181,1086,180
3,182,1092,913
3,183,1098,510
3,184,1104,282
3,185,1110,636
3,186,1116,221
3,187,1122,779
3,188,1128,414
3,189,1134,232
3,190,1140,570
3,191,1146,252
3,192,1152,347
3,193,1158,387
3,194,1164,232
3,195,1170,587
3,196,1176,233
3,197,1182,361
3,198,1188,597
3,199,1194,148
3,200,1200,421
3,>200,,16677
4,1,6,1383
4,2,12,9717
4,3,18,9085
4,4,24,3003
4,5,30,14606
4,6,36,1496
4,7,42,15492
4,8,48,6643
4,9,54,2124
4,10,60,11788
4,11,66,2525
4,12,72,10767
4,13,78,5859
4,14,84,2594
4,15,90,6345
4,16,96,2445
4,17,102,9901
4,18,108,9364
4,19,114,2397
4,20,120,4267
4,21,126,2878
4,22,132,6076
4,23,138,10582
4,24,144,910
4,25,150,9660
4,26,156,2782
4,27,162,4416
4,28,168,9116
4,29,174,1020
4,30,180,11020
4,31,186,1132
4,32,192,6566
4,33,198,8951
4,34,204,756
4,35,210,8448
4,36,216,620
4,37,222,6290
4,38,228,6140
4,39,234,1652
4,40,240,9307
4,41,246,408
4,42,252,5660
4,43,258,3526
4,44,264,1799
4,45,270,6103
4,46,276,1015
4,47,282,5559
4,48,288,3215
4,49,294,1459
4,50,300,2403
4,51,306,1735
4,52,312,4737
4,53,318,3617
4,54,324,726
4,55,330,3939
4,56,336,1359
4,57,342,2251
4,58,348,4681
4,59,354,1083
4,60,360,4274
4,61,366,1196
4,62,372,2896
4,63,378,4348
4,64,384,275
4,65,390,5108
4,66,396,978
4,67,402,2737
4,68,408,3625
4,69,414,441
4,70,420,6165
4,71,426,256
4,72,432,3455
4,73,438,2588
4,74,444,841
4,75,450,3116
4,76,456,230
4,77,462,4582
4,78,468,1810
4,79,474,451
4,80,480,2391
4,81,486,716
4,82,492,2868
4,83,498,1493
4,84,504,816
4,85,510,1811
4,86,516,440
4,87,522,2278
4,88,528,2135
4,89,534,485
4,90,540,1190
4,91,546,831
4,92,552,1174
4,93,558,2004
4,94,564,464
4,95,570,3020
4,96,576,511
4,97,582,910
4,98,588,2131
4,99,594,169
4,100,600,2741
4,101,606,344
4,102,612,1453
4,103,618,2045
4,104,624,209
4,105,630,2149
4,106,636,131
4,107,642,1677
4,108,648,1373
4,109,654,331
4,110,660,2355
4,111,666,115
4,112,672,1351
4,113,678,906
4,114,684,429
4,115,690,1250
4,116,696,284
4,117,702,1513
4,118,708,800
4,119,714,155
4,120,720,856
4,121,726,358
4,122,732,869
4,123,738,904
4,124,744,287
4,125,750,902
4,126,756,351
4,127,762,621
4,128,768,999
4,129,774,213
4,130,780,966
4,131,786,257
4,132,792,543
4,133,798,1101
4,134,804,59
4,135,810,1219
4,136,816,178
4,137,822,736
4,138,828,893
4,139,834,83
4,140,840,1126
4,141,846,34
4,142,852,756
4,143,858,934
4,144,864,130
4,145,870,644
4,146,876,85
4,147,882,1064
4,148,888,396
4,149,894,153
4,150,900,618
4,151,906,166
4,152,912,631
4,153,918,386
4,154,924,135
4,155,930,368
4,156,936,96
4,157,942,457
4,158,948,580
4,159,954,164
4,160,960,382
4,161,966,198
4,162,972,253
4,163,978,478
4,164,984,138
4,165,990,705
4,166,996,122
4,167,1002,118
4,168,1008,496
4,169,1014,61
4,170,1020,660
4,171,1026,69
4,172,1032,379
4,173,1038,424
4,174,1044,24
4,175,1050,551
4,176,1056,49
4,177,1062,385
4,178,1068,253
4,179,1074,79
4,180,1080,399
4,181,1086,30
4,182,1092,459
4,183,1098,206
4,184,1104,65
4,185,1110,274
4,186,1116,75
4,187,1122,353
4,188,1128,154
4,189,1134,59
4,190,1140,177
4,191,1146,88
4,192,1152,218
4,193,1158,212
4,194,1164,64
4,195,1170,197
4,196,1176,49
4,197,1182,119
4,198,1188,285
4,199,1194,51
4,200,1200,213
4,>200,,6906
5,1,6,68
5,2,12,1233
5,3,18,1679
5,4,24,278
5,5,30,2504
5,6,36,60
5,7,42,2735
5,8,48,825
5,9,54,141
5,10,60,2379
5,11,66,210
5,12,72,2228
5,13,78,532
5,14,84,217
5,15,90,536
5,16,96,220
5,17,102,2160
5,18,108,2035
5,19,114,236
5,20,120,273
5,21,126,322
5,22,132,658
5,23,138,2343
5,24,144,37
5,25,150,2040
5,26,156,241
5,27,162,531
5,28,168,1484
5,29,174,51
5,30,180,2185
5,31,186,60
5,32,192,1505
5,33,198,1825
5,34,204,30
5,35,210,1015
5,36,216,36
5,37,222,918
5,38,228,1343
5,39,234,189
5,40,240,1635
5,41,246,12
5,42,252,777
5,43,258,453
5,44,264,158
5,45,270,1274
5,46,276,98
5,47,282,1157
5,48,288,318
5,49,294,150
5,50,300,180
5,51,306,172
5,52,312,1122
5,53,318,611
5,54,324,27
5,55,330,450
5,56,336,140
5,57,342,186
5,58,348,994
5,59,354,104
5,60,360,839
5,61,366,124
5,62,372,371
5,63,378,677
5,64,384,2
5,65,390,749
5,66,396,105
5,67,402,465
5,68,408,556
5,69,414,29
5,70,420,1086
5,71,426,9
5,72,432,794
5,73,438,481
5,74,444,73
5,75,450,426
5,76,456,10
5,77,462,924
5,78,468,240
5,79,474,25
5,80,480,410
5,81,486,66
5,82,492,529
5,83,498,229
5,84,504,93
5,85,510,207
5,86,516,36
5,87,522,532
5,88,528,355
5,89,534,37
5,90,540,86
5,91,546,87
5,92,552,124
5,93,558,326
5,94,564,50
5,95,570,587
5,96,576,41
5,97,582,86
5,98,588,382
5,99,594,7
5,100,600,557
5,101,606,12
5,102,612,263
5,103,618,408
5,104,624,17
5,105,630,289
5,106,636,3
5,107,642,373
5,108,648,240
5,109,654,40
5,110,660,392
5,111,666,5
5,112,672,182
5,113,678,120
5,114,684,36
5,115,690,221
5,116,696,26
5,117,702,276
5,118,708,115
5,119,714,5
5,120,720,95
5,121,726,33
5,122,732,192
5,123,738,159
5,124,744,31
5,125,750,125
5,126,756,40
5,127,762,66
5,128,768,153
5,129,774,17
5,130,780,121
5,131,786,29
5,132,792,55
5,133,798,186
5,134,804,1
5,135,810,245
5,136,816,8
5,137,822,192
5,138,828,181
5,139,834,4
5,140,840,203
5,141,846,1
5,142,852,163
5,143,858,192
5,144,864,10
5,145,870,76
5,146,876,6
5,147,882,190
5,148,888,47
5,149,894,6
5,150,900,108
5,151,906,18
5,152,912,96
5,153,918,49
5,154,924,8
5,155,930,43
5,156,936,5
5,157,942,82
5,158,948,98
5,159,954,15
5,160,960,52
5,161,966,9
5,162,972,37
5,163,978,60
5,164,984,8
5,165,990,122
5,166,996,17
5,167,1002,4
5,168,1008,93
5,169,1014,2
5,170,1020,126
5,171,1026,10
5,172,1032,102
5,173,1038,92
5,175,1050,111
5,176,1056,3
5,177,1062,92
5,178,1068,54
5,179,1074,6
5,180,1080,47
5,182,1092,99
5,183,1098,22
5,184,1104,1
5,185,1110,42
5,186,1116,9
5,187,1122,69
5,188,1128,16
5,189,1134,4
5,190,1140,14
5,191,1146,11
5,192,1152,60
5,193,1158,38
5,194,1164,5
5,195,1170,24
5,196,1176,6
5,197,1182,8
5,198,1188,62
5,199,1194,5
5,200,1200,30
5,>200,,1148
6,1,6,1
6,2,12,21
6,3,18,50
6,4,24,5
6,5,30,127
6,7,42,113
6,8,48,17
6,9,54,3
6,10,60,143
6,11,66,3
6,12,72,139
6,13,78,2
6,15,90,5
6,16,96,3
6,17,102,140
6,18,108,121
6,20,120,2
6,21,126,7
6,22,132,7
6,23,138,123
6,25,150,101
6,26,156,3
6,27,162,17
6,28,168,48
6,30,180,120
6,32,192,81
6,33,198,99
6,35,210,15
6,37,222,26
6,38,228,89
6,39,234,2
6,40,240,73
6,42,252,25
6,43,258,7
6,44,264,4
6,45,270,67
6,47,282,57
6,48,288,4
6,50,300,3
6,51,306,5
6,52,312,56
6,53,318,18
6,55,330,9
6,56,336,2
6,57,342,2
6,58,348,50
6,59,354,1
6,60,360,37
6,61,366,4
6,62,372,8
6,63,378,17
6,65,390,29
6,67,402,13
6,68,408,20
6,69,414,1
6,70,420,53
6,72,432,51
6,73,438,17
6,74,444,1
6,75,450,10
6,77,462,29
6,79,474,1
6,80,480,14
6,81,486,2
6,82,492,18
6,83,498,4
6,84,504,1
6,85,510,4
6,87,522,25
6,88,528,12
6,91,546,2
6,92,552,2
6,93,558,9
6,94,564,1
6,95,570,32
6,97,582,2
6,98,588,25
6,100,600,28
6,101,606,1
6,102,612,8
6,103,618,25
6,105,630,18
6,107,642,15
6,108,648,5
6,109,654,1
6,110,660,25
6,112,672,10
6,113,678,5
6,115,690,7
6,116,696,1
6,117,702,12
6,118,708,4
6,122,732,11
6,123,738,5
6,125,750,2
6,127,762,2
6,128,768,11
6,130,780,2
6,133,798,12
6,135,810,10
6,137,822,18
6,138,828,10
6,140,840,10
6,142,852,9
6,143,858,5
6,145,870,2
6,147,882,11
6,148,888,3
6,150,900,4
6,152,912,3
6,153,918,2
6,155,930,1
6,157,942,5
6,158,948,4
6,159,954,1
6,160,960,1
6,163,978,1
6,165,990,3
6,168,1008,12
6,170,1020,9
6,172,1032,11
6,173,1038,2
6,175,1050,8
6,177,1062,4
6,178,1068,4
6,180,1080,3
6,182,1092,6
6,185,1110,4
6,187,1122,3
6,192,1152,7
6,193,1158,2
6,197,1182,1
6,198,1188,2
6,200,1200,1
6,>200,,53
7,7,42,1
7,10,60,2
7,23,138,2
7,25,150,1
7,32,192,1
7,33,198,1
7,38,228,2
7,40,240,1
7,52,312,1
7,58,348,1
7,77,462,1
7,100,600,1
7,165,990,1
